cluster_id,TF_name,A_score,E_score,O_score,rank_A_score,rank_E_score,rank_O_score,rank_sum,TF_rank
c1,FIGLA,-5.194123928763893,47.59367036694756,39,404,21,92,517,107
c2,FLI1,-0.043712662403185755,3.2214194405456924,26.3,172,222,126,520,107
c3,TFEB,-0.04339594550534935,11.88247104631611,19.416666666666668,275,102,170,547,107
c1,NFYA,1.2930540265523818,1.0364640721969651,34.25,124,284,110,518,108
c2,FOXC1,0.06475099966090665,6.058676941709591,17.1,164,167,193,524,108
c3,RORB,1.0201275203849867,5.610472306167509,11.458333333333334,99,183,267,549,108
c1,TBX18,0.7415594167184071,2.0134648014122947,34.5,159,252,109,520,109
c2,THAP11,2.864842650662566,9.553854315370662,5.9,41,128,358,527,109
c3,PRDM1,0.05219883211678354,2.3727791148962436,48.875,255,245,51,551,109
c1,ETV5,4.686044651914582,0,50,31,426,65,522,110
c2,ZKSCAN5,-1.2296070412012141,4.067118488227415,77.8,293,203,32,528,110
c3,NR4A1,0.7643219170512914,2.454623949443854,18.708333333333336,126,242,183,551,110
c1,HEY2,-0.30679244636311254,8.373418091960641,21.25,217,135,170,522,111
c2,ELF5,2.5814683470617683,0.10447051716524083,33.4,51,374,103,528,111
c3,RBPJ,0.18651328885582616,2.3313478113141657,40.083333333333336,229,248,75,552,111
c1,YY1,3.9286553156708903,0.1032093009365553,30,43,359,124,526,112
c2,TFAP2A,-0.3836307724448714,0.6395676958530543,129.3,210,306,14,530,112
c3,MAFF,1.0200972164360764,9.462143956745683,7.375,100,125,328,553,112
c1,MAFA,-0.6977318518804475,32.650141977359034,15,244,40,244,528,113
c2,SIX1,-0.47148863594126766,19.090460612379186,13.1,218,72,243,533,113
c3,ARNT2,0.05099376861664984,9.036429295601796,19.708333333333332,256,130,168,554,113
c1,ZNF460,1.8824540260257974,0.016621880278285914,59.75,97,391,43,531,114
c2,TFDP1,1.5005540559057862,0.007431735719350202,87,80,430,24,534,114
c3,USF2,0.2814127131664525,9.981092926425195,15.375,215,119,222,556,114
c1,PRDM4,-1.2129589957366953,12.262826030774125,24.5,284,98,151,533,115
c2,SMAD4,0.3676309404532684,0.6365282013652568,37.5,138,308,88,534,115
c3,SP3,-0.7423612692951211,7.055628807966977,120.25,383,163,12,558,115
c1,ZNF384,1.301583112067749,0.2412417178383856,44.75,122,335,78,535,116
c2,KLF17,0.3537524486996201,0.40144050054988756,45,140,332,65,537,116
c3,ZBTB6,0.9821921968058878,0.09582665124614811,40.166666666666664,102,383,74,559,116
c1,RUNX3,2.251844942642533,2.0842890011315096,19,86,249,200,535,117
c2,MAZ,-0.19010290539913885,0.29480125001404067,130.8,187,341,10,538,117
c3,SMAD4,0.9323220248124244,0.195224736674885,35.625,105,363,91,559,117
c1,GCM1,-1.2077318573770033,37.59186561102168,17.25,283,29,224,536,118
c2,POU5F1,25.981514300748255,0.10654177967589863,19.8,1,373,166,540,118
c3,ZIC3,1.3032768772095826,0.3439247951363594,23.166666666666668,73,347,143,563,118
c1,CENPB,2.7229749278412902,19.78043242341167,4.5,69,62,406,537,119
c2,RELB,1.8249683480371872,0.8745914806682241,18.1,68,294,179,541,119
c3,PROP1,1.085764661579262,16.38875881208075,4.666666666666667,92,80,393,565,119
c1,ETV4,2.199437290360893,0,100.75,87,431,22,540,120
c2,SP4,2.946169417794482,0.024602086558188692,34.5,38,406,99,543,120
c3,SPI1,-1.0569087985367527,16.5661796230992,40.708333333333336,415,79,72,566,120
c1,ZBTB7B,-0.3984771498518985,3.8402394058066784,30,222,195,123,540,121
c2,HINFP,2.1277743634870263,0.0459009628966568,34.7,54,392,98,544,121
c3,HOXD13,0.5010423593800608,52.334663323402424,5.5,171,20,375,566,121
c1,HMBOX1,0.7686193293876216,23.74689050353844,8.25,157,51,333,541,122
c2,HLF,3.807291043093545,6.455448270655617,5.8,28,163,361,552,122
c3,HES1,-0.23031467610701184,4.387266272461238,44.416666666666664,308,198,62,568,122
c1,HSF4,0.4312949482510961,15.25637006198346,11.75,173,87,283,543,123
c2,ZNF135,1.8713959135447888,0.09282003460223232,30,65,378,111,554,123
c3,SPIB,-1.1266484285138185,13.090189182092969,46.125,421,92,56,569,123
c1,IRF5,5.853463865938577,5.734307870510507,6.5,14,166,363,543,124
c2,HEY2,-1.8739644481702606,20.65714702306353,22.9,344,67,145,556,124
c3,MAFA,0.15060993925560293,13.41006482060721,12.875,232,89,248,569,124
c1,FOXC2,-6.0693154948052825,209.10096199413192,32,429,3,114,546,125
c2,SOX12,0.24335590186824282,10.887012678378774,9.1,150,114,295,559,125
c3,CDX2,0.8330915764838771,5.348095389523764,11.5,115,188,266,569,125
c1,ERG,4.825613937014433,0.032161596217862215,27.25,29,377,141,547,126
c2,FOXC2,-0.620389992321942,5.892718045751499,20,228,171,164,563,126
c3,NEUROG2,-0.37798401785043917,7.588755940078483,36.708333333333336,331,152,89,572,126
c1,ZBTB33,2.8561171368546163,1.2034468136531964,18.75,65,279,205,549,127
c2,IRF5,0.747972617824141,9.35593377632501,7.3,106,133,326,565,127
c3,ATF2,0.3993164976305909,7.497322598489823,15.041666666666666,194,154,224,572,127
c1,ETS2,5.499363873017066,0.016001873946433286,27.5,17,393,140,550,128
c2,TCF7,-0.31144007352075465,10.061201728111797,13,200,120,246,566,128
c3,SMAD3,0.4653278924412215,0.7427221761021288,37.541666666666664,178,310,85,573,128
c1,ETS1,5.660281905027069,0,33.25,15,424,113,552,129
c2,HSF4,-0.34523921496445326,13.088319891095178,11.2,205,97,267,569,129
c3,JUNB,-2.8729822055713825,28.58595449620752,38.75,454,42,79,575,129
c1,HSF2,0.6729925389941921,199.05109797288452,5.25,165,4,389,558,130
c2,IRF8,1.3214210482490476,49.09112580568658,1.125,89,26,456,571,130
c3,NR2C2,0.7644793640196952,0.3608456953380611,31.625,125,345,105,575,130
c1,TBX6,0.5372576831396438,2.89943730479591,21,170,216,173,559,131
c2,RBPJ,-0.12699400844885034,0.590911117731852,41.5,182,313,77,572,131
c3,FOXP2,2.8801808110975156,0.006585364637161075,25.791666666666668,13,437,125,575,131
c1,NEUROG2,-4.106694673954564,17.322603680167816,36.25,389,72,100,561,132
c2,POU2F1,7.163872094543278,0.4534897696826318,13.1,4,324,245,573,132
c3,OSR2,-0.7325877527523748,12.974788942712706,32.916666666666664,381,93,102,576,132
c1,IRF4,13.137043680515823,11.728102724628934,1,1,105,457,563,133
c2,FOXF2,-0.15760558705821945,8.840468501932214,12.6,184,136,253,573,133
c3,FOXK1,2.752509454420711,0.3541256311969016,15.958333333333332,17,346,213,576,133
c1,HNF4A,0.060749589810492166,4.242677889909485,20.75,196,189,179,564,134
c2,FEV,0.5337717560515572,0.624792286901813,23.2,123,309,143,575,134
c3,PAX3,0.9149269217976427,19.653569587654047,4.291666666666667,108,68,400,576,134
c1,POU3F2,-0.6069973552101345,11.110223171158246,18,239,112,214,565,135
c2,HAND2,-13.139247582251269,54.118061855059366,35.5,461,22,93,576,135
c3,HOXA10,1.233598938045699,2.859872239945569,11.083333333333334,78,232,270,580,135
c1,E2F6,-1.734965165371095,2.4055786294867647,124,313,235,18,566,136
c2,NFE2L1,0.8051231072804739,19.610357950086375,4,104,69,403,576,136
c3,ELK3,-0.820593954324887,24.624220287362736,25.083333333333332,398,53,130,581,136
c1,MNT,-0.18919810499348289,8.822696581259395,16.75,207,132,227,566,137
c2,MYF5,-10.122652974589554,139.4344787650069,27.3,457,2,118,577,137
c3,ZBTB18,0.8024010627334196,2.687429678415352,15.041666666666666,119,237,225,581,137
c1,EGR3,5.016056859746151,0,31.5,23,425,119,567,138
c2,DMRTA2,0.08002271202919913,32.75737631370067,5,162,39,378,579,138
c3,NR6A1,0.610139465195703,12.580219820686892,7.291666666666667,154,98,329,581,138
c1,ETV2,4.525998962115121,0.06917848114970893,21.5,35,366,167,568,139
c2,GLI3,-0.6904949705824802,4.535621786217273,21.8,236,195,151,582,139
c3,DMRTA2,0.4315387162949427,28.170461303873797,6.333333333333333,184,45,354,583,139
c1,ELF2,3.846672406774048,0.43392012809923,18.25,46,312,210,568,140
c2,SMAD2,0.3676309404532684,0.18436828705133523,37.5,137,357,89,583,140
c3,STAT3,-0.5915343336701558,12.119472798245011,26.625,364,100,121,585,140
c1,HAND2,-7.250435590614548,42.263687969805574,36.5,447,25,99,571,141
c3,JUN,-1.8459150449506594,12.748175022165325,50.125,442,95,49,586,141
c2,TBX6,-0.20810238096709596,4.611087215583793,16.4,190,194,202,586,141
c1,TBX2,-0.495488317330095,11.432726811572206,16,232,109,234,575,142
c3,KLF6,-1.234030335702139,8.49153741619477,104.41666666666667,427,140,21,588,142
c2,ZIC5,-1.7809903971396817,31.734721366349174,15.9,334,42,212,588,142
c1,IRF2,5.360953319584169,2.0252590461731454,10.25,19,251,305,575,143
c3,KLF3,-1.0964576147472216,8.153232111873248,83.20833333333333,417,144,27,588,143
c2,TFAP2C,0.2606097610634817,0.008016877506946393,129.7,149,428,13,590,143
c1,MEF2C,2.516883968739962,0.3246545284970527,21,78,323,175,576,144
c3,MXI1,0.22847306737597273,5.788754642372204,17.791666666666668,221,178,189,588,144
c2,PBX3,-2.18476068059515,12.762554286402677,25.6,363,99,131,593,144
c1,NR1D2,1.6740046111348288,3.775211051438901,12.5,104,198,274,576,145
c3,EMX2,1.416553264840611,8.994490121948754,4.583333333333333,62,131,396,589,145
c2,ELK4,-0.04204422662545465,0.13880447146400215,47.4,171,365,59,595,145
c1,MEF2D,2.2801914691890453,8.146446682336403,7.5,84,138,354,576,146
c3,HES5,0.5500405285874844,71.1548385462239,3.391304347826087,161,11,417,589,146
c2,POU3F1,5.862418167050335,0.43163874495165516,12,8,327,260,595,146
c1,MYF5,-8.323324110977856,78.42005655767112,31.5,453,9,116,578,147
c3,SOX15,1.2249556417647314,0.1342099737382703,24.125,81,375,138,594,147
c2,ZBTB33,0.6896880591349298,0.9147803686914588,16.7,111,291,196,598,147
c1,NFYB,-0.0760339777121799,0.5937086550694396,44.25,202,299,79,580,148
c3,CTCF,-1.2223670936752613,21.399390195350932,30.666666666666668,426,59,110,595,148
c2,OVOL2,0.4192507897670137,36.195238066665496,2.2857142857142856,132,33,436,601,148
c1,HSF1,1.106660656777231,36.1977510485043,3.75,133,32,419,584,149
c3,TBX21,0.7684944017023737,2.467090268206668,14.25,124,240,232,596,149
c2,MEF2D,1.3937034270546147,7.114661815945907,5.6,85,155,363,603,149
c1,ERF,4.586050684689897,0,29.75,33,427,125,585,150
c3,ATOH7,0.007781513936760594,13.480455208237643,13.291666666666666,265,88,244,597,150
c2,MSANTD3,-1.1541197487434445,3.477798904013086,32.5,285,213,106,604,150
c1,FOXB1,-4.459737275119795,70.20699351062957,20.75,395,14,176,585,151
c3,MEOX1,2.11183005684326,3.6848422741216136,6.458333333333333,30,216,351,597,151
c2,ZBTB7C,0.627229926795927,0.10877522129312714,27.1,114,371,120,605,151
c1,MAX,-0.7164032139530352,4.634280140021388,22.75,247,178,161,586,152
c3,ZBTB32,0.08873942071073126,23.96979171321604,9.166666666666666,248,54,296,598,152
c2,FOXA2,-0.31589054790865395,4.396738440496927,16.3,202,199,204,605,152
c1,CREB3L4,1.522731935612078,0.033133961550668514,35.25,109,375,105,589,153
c3,SMAD2,0.9323220248124244,0.046004132774537985,35.625,104,403,92,599,153
c2,BARX2,-0.7348564869030462,13.330538913638737,10.6,241,93,272,606,153
c1,GSC2,-0.3387907675776003,58.358100096712164,7.5,220,16,353,589,154
c3,TFAP2A,-0.39676625904159907,2.109450944255661,119.875,335,252,15,602,154
c2,ELF1,-0.07129773331195453,0.09090741078915351,49.7,175,379,53,607,154
c1,NKX2-2,-0.5749818524384696,4.095530597032275,22.75,237,191,162,590,155
c3,NOTO,1.3071523853638571,6.566408485594928,6,71,167,364,602,155
c2,RUNX3,1.3887342537787108,1.4278696964716928,12.9,87,272,249,608,155
c1,HOXC12,0.9149433802380276,33.795251937007485,4.5,147,38,405,590,156
c3,SP8,-1.0108570880018535,5.734068494282927,119.875,410,180,14,604,156
c2,NR2C2,-0.2602080229354662,0.4170844690166609,37.7,196,330,87,613,156
c1,ZNF148,-0.40697721234993006,0.07062152312631441,216.5,226,365,1,592,157
c3,NFYA,-0.009903975596389374,1.9402822684254928,39.291666666666664,267,260,77,604,157
c2,ZBTB7B,0.3460745520762412,0.31182188085047524,24.6,141,338,137,616,157
c1,ZNF135,1.4225849972963225,0.041819872587279545,36,117,373,102,592,158
c3,ETV1,0.4702494309198609,0.1290212115468506,47.666666666666664,177,376,53,606,158
c2,MYOD1,-8.134145977514214,12.337027134976967,45.8,449,106,63,618,158
c1,HINFP,1.783332294655044,0.02354278773597459,34,100,384,111,595,159
c3,RAX,2.3067430430180766,1.627398720518757,8.291666666666666,25,268,313,606,159
c2,ETV6,1.0226382182748215,0,43,95,454,69,618,159
c1,NFATC4,1.9226758101247998,0.11068015045205683,26.25,95,357,145,597,160
c3,ONECUT3,0.8253009847798156,19.728391326620336,3,116,67,423,606,160
c2,POU3F3,4.531104060043409,0.21500360117100167,12.8,18,350,250,618,160
c1,POU2F3,0.16750794395971846,3.5331147205827986,18.5,187,204,206,597,161
c3,SOX12,0.4178679801908222,8.239485100164565,11,190,143,274,607,161
c2,ELF4,2.0988505792391923,0.26668129191832535,15.5,56,344,220,620,161
c1,GLI3,0.6098954688761036,1.8670814571501135,21,166,258,174,598,162
c3,LMX1B,1.3714179081555968,3.9839969153208887,7.208333333333333,66,208,333,607,162
c2,USF1,-3.93169210843063,82.8943998412901,16.1,407,8,206,621,162
c1,PBX3,-1.5871645428601209,6.974106643234173,27,305,152,142,599,163
c3,PBX2,1.4040536930643637,1.3247046587348037,11.875,64,283,262,609,163
c2,KLF13,2.6027542444498715,5.308054859377299,4.3,49,178,394,621,163
c1,NR2F1,2.722264951018995,0.00679883602666204,30.75,70,409,121,600,164
c3,NR2F1,0.9221053304306509,0.19515019851829574,23.958333333333332,107,364,140,611,164
c2,TFEB,-2.1346986086398223,13.192995689162341,19.2,361,94,172,627,164
c1,ELF4,4.55549639709798,0.15263959815476505,17.75,34,348,220,602,165
c3,FOXE1,2.7463082216724928,0.9129234546941628,9.333333333333334,18,304,294,616,165
c2,FOXB1,-2.2192216873362747,27.312008205080527,15.7,364,46,217,627,165
c1,ZIC5,-1.1290659902971,16.168587116548913,15,277,80,245,602,166
c3,MYC,0.42288403784699635,0.6194613899180085,31.125,188,322,108,618,166
c2,FOXK2,-0.10906844238566045,3.0723905546907178,15.4,180,224,224,628,166
c1,ASCL1,-9.147765226100786,9.648909774053399,99.25,460,122,23,605,167
c3,NFYB,-0.20830185981980395,2.0437233498949507,44.125,302,254,64,620,167
c2,ZBTB12,-1.2201438925880352,7.0866375630873915,18,291,156,182,629,167
c1,ATF2,-0.8179544762115797,9.928146947579702,16.5,255,119,231,605,168
c3,SOHLH2,0.5967563784452067,0.6741643662316551,22.708333333333332,158,317,145,620,168
c2,IRF2,-0.7625903790345918,23.110649206277806,7.6,247,62,320,629,168
c1,HOXD10,0.07747157742573507,36.8458150020049,5.666666666666667,195,31,382,608,169
c3,POU4F1,0.38818524071144606,7.387240071444224,11.708333333333334,200,158,264,622,169
c2,HMBOX1,-0.6370136339284439,51.785315071629796,5.1,232,23,374,629,169
c1,NR6A1,-0.034689620202194626,7.004546926965039,13.75,199,151,259,609,170
c3,GCM2,0.02877936216434006,11.973815424646864,11.916666666666666,261,101,261,623,170
c2,HOXD11,-0.540974531808324,32.242473197809574,5.5,224,41,365,630,170
c1,MZF1,-1.4649116793516184,1.118079653949505,78.75,298,280,32,610,171
c3,TFAP4,1.068224411354195,0.04383935042411046,26.625,95,407,123,625,171
c2,SOX2,-1.2159162913666346,9.484660515537856,15.8,290,129,213,632,171
c1,TBR1,-0.9875948250000772,8.098110034580447,18.25,267,139,208,614,172
c3,MEIS2,0.6197350140780978,5.549942138180051,9.541666666666666,152,184,290,626,172
c2,HES6,-2.149189506462387,32.692217707950384,14.8,362,40,231,633,172
c1,OVOL2,0.8088283844425532,39.12576101091858,2.5,155,28,433,616,173
c3,GSX1,1.7113020394926146,3.8645417018621786,5.75,47,211,368,626,173
c2,MSC,-8.148599884300554,46.30825537770016,21,451,27,156,634,173
c1,TFDP1,-0.1467671242245891,0.020481153955924848,86,204,386,27,617,174
c3,CREB1,0.7277972100157406,0.6454447528520398,19.125,133,319,175,627,174
c2,SPDEF,0.9783618482357834,0.7122838768114946,14.3,97,302,236,635,174
c1,FOXA1,-5.247385974616693,71.3497779937446,18.75,405,12,203,620,175
c3,MYF6,0.6120611487199483,4.335155760700289,10.875,153,199,276,628,175
c2,NEUROG2,-5.9840549071062386,12.672313877933343,31.5,429,101,107,637,175
c1,MLX,2.5884838966028925,3.569864075072986,8,76,201,343,620,176
c3,OSR1,-0.7774889861560699,35.04927987220082,16.5,389,33,207,629,176
c2,MAFA,-1.9755944534245908,24.383691357263974,15,352,57,228,637,176
c1,HOXD13,-0.649841041109153,47.17540481129579,7.25,242,22,356,620,177
c3,ATF4,0.2649550654648121,15.816368969854429,7.291666666666666,218,81,330,629,177
c2,E2F4,-0.3519041012759708,16.650626487012946,6,206,78,353,637,177
c1,ZNF75D,-0.9261157703282674,0.4720854674774966,58,263,310,48,621,178
c3,ZNF148,0.3088032667291527,0.0300275846360316,200.41666666666666,212,418,1,631,178
c2,TEAD2,6.659112647455567,0.0024799451970998706,17.4,5,442,191,638,178
c1,HES6,-1.1442174535121876,14.980497466092647,14,278,88,256,622,179
c3,POU4F2,0.3721181898294066,500.14533904150295,2.608695652173913,203,1,428,632,179
c2,SRF,0.3583282843768203,24.41084511996936,1.5,139,56,445,640,179
c1,POU6F1,-2.5443615430695963,13.557584132973524,20.25,351,91,186,628,180
c3,POU4F3,0.4971540767063459,5.891517988001709,9.958333333333334,172,177,286,635,180
c2,SOX15,0.2942970637931066,0.16265042090260368,24.8,146,360,136,642,180
c1,BHLHE40,2.0513222638931126,0.9488835542159405,14.5,91,286,251,628,181
c3,EGR2,-1.3157211637711521,8.550832914871801,43.041666666666664,432,137,68,637,181
c2,GATA2,0.6350876034682296,2.7066493424168807,8.9,113,233,298,644,181
c1,HOXD11,-0.03086557011852009,35.71983689073524,4.75,198,35,397,630,182
c3,ZBTB7B,0.4924569870563997,0.5430752039421585,24.583333333333332,174,329,134,637,182
c2,ATF4,-0.7979279506637188,17.69527385002656,7.8,255,75,314,644,182
c1,HOXD9,-1.7000263441554626,626.1659472471109,9.25,312,1,319,632,183
c3,PKNOX1,0.757447066540312,0.295494538289788,21.208333333333332,132,351,155,638,183
c2,ZNF684,0.4377084635084699,6.593695736298948,6,128,162,354,644,183
c1,VEZF1,0.7393636260224247,0.028942401272055995,39,160,381,93,634,184
c3,ZBTB12,0.06710422299944892,6.285165003379317,15.916666666666666,252,172,214,638,184
c2,ARNT2,-1.7908871322329636,8.669925787088168,19.5,336,139,171,646,184
c1,MSC,-7.3009866143080675,35.44675776290707,24.5,448,36,150,634,185
c3,HOXD12,0.21384662116217476,79.97326466605838,4.125,224,10,404,638,185
c2,NR1I2,4.87216888730176,0.26329673377583934,9.6,13,345,288,646,185
c1,NFYC,1.0357665420138824,0.01628969181406836,35,138,392,106,636,186
c3,ETV4,0.415872553538196,0.02052798234646045,84.04166666666667,191,423,25,639,186
c2,NR1D2,-0.06890930213336988,2.9755155302719096,13,174,226,247,647,186
c1,THAP11,0.754234475158779,8.84139543207463,7.75,158,131,347,636,187
c3,ZNF341,0.38624507096346894,0.5934107188212243,28.333333333333332,201,325,114,640,187
c2,POU1F1,6.0295562886844305,0.1538475351236033,10,7,363,279,649,187
c1,ETV3,3.6769273798441273,0,23.25,49,429,159,637,188
c3,TCFL5,-0.44189378564542736,1.9476527468035756,56.291666666666664,346,259,37,642,188
c2,TCF7L1,-0.8580233567648149,14.198533968069173,8.6,259,89,302,650,188
c1,E2F4,0.8983502687453171,7.454535953271557,7.75,149,145,348,642,189
c3,DPRX,-0.07205701371647749,133.814661677749,6.25,279,3,360,642,189
c2,NR1H4,-2.6402356116018395,14.154230624989333,18,382,90,180,652,189
c1,NKX2-5,-1.927734012195185,18.187918955166356,14.25,323,67,253,643,190
c3,HOXA6,1.9219767237414647,2.296150979653973,6.041666666666667,38,249,363,650,190
c2,ELF2,2.290302000182174,0.029091188110779397,16.6,52,401,199,652,190
c1,MYOD1,-8.993879917256875,9.458926801156021,51,459,125,63,647,191
c3,TFAP2C,-0.35914318220380553,0.717263151306916,120.04166666666667,325,313,13,651,191
c2,GATA5,-0.6150000474072618,9.920673419522043,8.1,227,123,308,658,191
c1,KLF13,1.1263891184457167,13.163038346965939,3.75,132,95,421,648,192
c3,TFEC,0.3839073720819657,1.2866192773488114,19.833333333333332,202,284,165,651,192
c2,BCL6,-0.7787604357903396,39.93046296720537,5,251,30,377,658,192
c1,GATA1,-2.3121470540497624,22.20620129809575,14.25,342,55,252,649,193
c3,TWIST1,-0.13425025125125098,3.4306213892082615,24.208333333333332,294,222,136,652,193
c2,HOXC12,-0.6038185402974527,56.55556105836156,3.6,226,18,414,658,193
c3,REL,-2.086362064353367,24.71098150880862,21.208333333333332,446,52,154,652,194
c1,MITF,3.555849091331269,3.1982198433656306,5,51,208,394,653,194
c2,HSF1,0.38369598018441664,12.59325961945701,3.2222222222222223,135,102,421,658,194
c1,NR1H2,1.205491010311442,16.48131058705934,1.5,130,78,446,654,195
c3,ZNF460,-0.3519582020537354,1.0014647133989472,60.958333333333336,324,298,33,655,195
c2,FOXP1,-0.9442087191989673,5.859558835691166,15.4,265,172,223,660,195
c1,HOXD12,-0.33304254522092513,27.126435925467128,5,219,44,392,655,196
c3,FLI1,-0.38305303402861113,5.418177869658567,24.041666666666668,332,186,139,657,196
c2,PAX5,0.5481568519003972,0.11049338412870573,19.6,121,370,170,661,196
c1,HOXA9,0.8924158182117697,15.655157120732472,3.75,151,84,420,655,197
c3,GATA2,0.9862898304816582,1.6532188661952782,9.541666666666668,101,267,289,657,197
c2,HNF4A,-1.3667335202759077,5.183417257987925,18.3,305,180,178,663,197
c1,NR1H4,-0.21076395166257825,0.9384805023325818,23.25,210,288,158,656,198
c3,CREB3L1,-0.0848840506040827,39.1798577220606,6.5,281,30,347,658,198
c2,VEZF1,-0.09188038524898633,0.015229023454673122,42.1,178,412,76,666,198
c1,TEAD2,6.504745421570814,0,16.75,7,422,229,658,199
c3,FOSL2,-1.7775645438058238,8.87138945849521,37.5,440,133,86,659,199
c2,HOXD12,-0.8689830828156124,73.08933428017347,4.222222222222222,260,9,398,667,199
c1,ZNF684,1.796100851413902,7.7096428620223465,4,99,143,416,658,200
c3,KLF15,-0.7155055867944793,1.4031760091367123,149,378,280,5,663,200
c2,ZSCAN4,0.16624364825856391,18.078809117235252,2.25,156,74,437,667,200
c1,MSGN1,-3.203759598396151,64.6381769687234,12.5,372,15,272,659,201
c3,HOXC13,0.6973798143028652,8.016695433069044,5.375,138,148,377,663,201
c2,MAX,-1.8113868229865544,5.2483758586098626,21.9,339,179,150,668,201
c1,PLAG1,-0.4792634273084311,0.04018253042141022,54.5,231,374,55,660,202
c3,HOXC11,0.14744068319192685,27.909480134488604,5.166666666666666,235,47,381,663,202
c2,NKX2-2,-2.2918225238110432,9.33203134240064,19.7,368,134,167,669,202
c1,HNF1A,-1.3179616072457703,44.29157451064974,7.75,292,24,346,662,203
c3,ELF1,0.12021583283486222,0.10154327101575272,50.791666666666664,240,382,44,666,203
c2,ETV2,2.076451230135216,0.015133343604458168,16.7,59,413,197,669,203
c1,IRF7,4.879708935270044,0.9456175365202499,7.75,26,287,350,663,204
c3,ZNF317,0.39054580721326926,0.22283539556794552,30.333333333333332,198,357,111,666,204
c2,ESR2,1.5788113074741943,5.93081508851552e-4,23,78,448,144,670,204
c3,HNF4A,0.015084934173193074,4.0359017461635744,17.291666666666668,263,207,196,666,205
c1,TFAP2B,-1.2334754153115692,0.08664215110511032,116.75,286,361,20,667,205
c2,MNT,-1.8824818515886597,8.534525045857517,17.7,345,142,184,671,205
c3,KLF4,-0.6109136052441427,1.0984110010610804,184.16666666666666,368,296,3,667,206
c1,BHLHE22,-1.3032372292394772,0.22394929561476276,60.25,291,336,41,668,206
c2,ZIC1,-2.899547020734972,26.85558562488357,14.4,388,48,235,671,206
c3,CUX2,0.4928745975052133,18.89100130289862,3,173,70,424,667,207
c1,ZBTB6,-4.080142717699971,3.1470111205416185,47.75,388,210,70,668,207
c2,TBX2,-1.4299340005517829,12.451185812881956,12.4,310,104,257,671,207
c1,NFATC3,2.3353756714302274,0,23.75,83,430,155,668,208
c3,RREB1,-0.6918664019152116,2.677601820294642,46.708333333333336,376,238,55,669,208
c2,NFYA,-1.943343527238092,2.384987560304409,40,349,241,82,672,208
c1,CUX2,1.2325064859980497,11.232234653642653,2.75,128,110,430,668,209
c3,MEIS1,0.6953385034955755,1.9730721049104234,11.083333333333334,141,258,271,670,209
c2,FOSB,-0.7921431115566531,0.5887673057538788,32.6,253,314,105,672,209
c1,ZBTB7C,0.20867735855936997,0.1079205773268632,29.25,185,358,127,670,210
c3,SOX8,1.3371306612615959,0.005603554533951202,20.375,70,440,161,671,210
c2,ETV5,0.1587144546744372,0.004261914985651671,41.4,157,438,78,673,210
c1,TFEC,0.7325330521788509,0.7444276086534836,17.75,161,293,218,672,211
c3,RFX3,0.6992668468717789,0.028582046934105723,28.166666666666668,137,419,117,673,211
c2,USF2,-3.566773412683787,24.49992950449874,15.7,401,55,218,674,211
c1,ZNF263,-1.8086238620453852,0.14442891196350557,151,319,349,8,676,212
c2,SNAI1,-6.999789132566631,4.38275740821525,60.1,440,200,36,676,212
c3,GLI3,-0.21009349011520437,3.8134431134354423,20.625,304,214,158,676,212
c1,MAZ,-1.9091871745061326,0.18353730366791104,138.75,322,343,11,676,213
c2,BATF3,1.494693941869253,0.07650289668892686,16,81,384,211,676,213
c3,ALX3,1.9433742048030895,0.5029231452972006,8.625,36,334,306,676,213
c1,TBX21,0.9820764466256829,0.31079832531995544,18.5,142,327,207,676,214
c3,RORA,0.7621488544309303,0.34081062834524756,16.958333333333332,128,348,201,677,214
c2,TBX20,-0.6337017336849616,2.740531050626424,15.8,230,232,215,677,214
c3,MEF2A,-0.7204070169088229,8.91827379372594,19.333333333333332,379,132,171,682,215
c1,RXRB,1.4564030734241926,1.7903060622846945,10.25,114,262,306,682,215
c2,ZFP57,-0.5058316537043214,4.785145554668597,10.3,221,188,277,686,215
c1,HES5,-0.7048629410444609,73.67051635308633,3,245,10,427,682,216
c3,EBF1,-0.7747221906194504,3.446643540055748,39.041666666666664,387,220,78,685,216
c2,SIX2,-1.840150617542355,23.938762986198867,9.6,340,60,286,686,216
c3,TFAP2B,-0.37270750687454374,0.43130489140629125,108.33333333333333,329,337,20,686,217
c1,DUXA,-0.4060797268507644,4.262822131950407,12.5,225,188,273,686,217
c2,GSC2,0.7257860564748848,2.1999781865458226,7,107,248,331,686,217
c1,HNF4G,-0.42602609511501244,1.7640865704399333,19.25,228,264,195,687,218
c3,HNF4G,0.06107209549159163,3.7579781024682526,15.666666666666666,253,215,219,687,218
c2,CREB3L1,-1.624206922132576,50.95648273727305,6.5,326,24,338,688,218
c1,E2F2,1.0657649787820072,3.538496546408447,7.75,135,203,349,687,219
c3,BATF,-2.575204086718418,56.608003661622746,15.666666666666668,453,17,218,688,219
c2,NFYB,-2.609407772489749,2.4601819165867975,42.7,380,239,70,689,219
c1,ATF6,1.306982520406897,7.621667545614528,3.5,121,144,423,688,220
c3,MZF1,-0.3768973147769643,0.5586921311388282,71.45833333333333,330,328,32,690,220
c2,NFKB1,2.748261823434677,3.911608244596326,2.142857142857143,45,206,439,690,220
c3,STAT1,-1.1152298701521972,6.1476697650415995,34.041666666666664,419,175,96,690,221
