"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"chr1:943502-943573",3.39918799552496,1.15297213938288,0.543230285608969,2.12243715037055,0.0338010452609652,0.283166098749409
"chr1:1374679-1375076",5.45496094479758,1.13896533856746,0.354749164079021,3.21062162760659,0.00132448204601633,0.0308201004975602
"chr1:1379052-1379108",6.41465218591815,1.12370352905071,0.449643806931479,2.49909708913648,0.0124510193847898,0.146739797280647
"chr1:1384553-1384620",5.10532943519123,1.63206611772721,0.39390890339305,4.1432577524116,3.42406734764621e-05,0.0020505990713841
"chr1:1384715-1384767",5.97236135420015,2.30647011990451,0.506571457289729,4.55309924535551,5.28613196571229e-06,0.00046720123340649
"chr1:1530598-1530683",7.11933230687071,1.40630268431784,0.419144603188155,3.35517306824667,0.000793153462487038,0.0213906274855253
"chr1:1530736-1530860",5.41016322537997,1.1781878175732,0.365960448443395,3.21944030450448,0.00128441100234902,0.0301649281255872
"chr1:1530947-1531124",3.76346048170222,1.3634229555044,0.427615149541048,3.18843464027816,0.0014304534404685,0.0326293752911345
"chr1:1705115-1705176",4.49635062038722,1.57398405657525,0.422101252908748,3.72892533658392,0.000192298113436787,0.00758152781496283
"chr1:1718320-1718389",3.14133754006177,1.26255469410197,0.473894835885163,2.66420859333425,0.00771696943492839,0.10587224230219
"chr1:1905217-1905567",2.96212775222526,1.02427744927193,0.396896899680837,2.58071416051776,0.0098596180412223,0.125093131831407
"chr1:2106655-2106724",3.40265210614269,1.22193215875358,0.434130806597469,2.8146635534358,0.00488283241665611,0.0772599524396855
"chr1:2145540-2145743",5.24124732770891,1.1193090569618,0.345385593012837,3.24075201631297,0.00119214842533647,0.0285376080149276
"chr1:2258597-2258779",1.81104091537312,1.63201325919359,0.455743016904843,3.58099454880808,0.000342288796478973,0.0116055211317537
"chr1:2260472-2260750",3.72620282625698,1.0669309242603,0.447322540625201,2.38514903087401,0.0170722037323794,0.181211657404445
"chr1:2332768-2332822",9.07758400110962,1.25171143853835,0.432484490663683,2.89423428021084,0.00380084455659849,0.0648112823851354
"chr1:2339886-2340096",5.77516045078909,1.02283057386411,0.369483660361222,2.7682701120373,0.00563547276143606,0.0853491264255669
"chr1:2508102-2508404",4.35709162674994,1.08350006465092,0.396863846164928,2.73015563176455,0.00633044325561107,0.0924431718449822
"chr1:2706173-2706738",2.73937784329543,1.91171900124351,0.657171040629355,2.90901284909437,0.00362571958005941,0.0627392924061088
"chr1:2741453-2741508",6.10689285063728,1.50560248771292,0.512163773963056,2.93968953731883,0.00328541260381887,0.0585688051374824
"chr1:2757401-2757463",7.68611227855703,2.62175676891632,0.637582228814012,4.11202924177033,3.92196608775694e-05,0.00227933755723494
"chr1:2843230-2843553",8.30362834634522,2.37835418443922,0.469565097257761,5.06501483676853,4.08368544027484e-07,5.67899083777946e-05
"chr1:2861329-2861386",3.41494239731718,1.74863897427367,0.694780462584633,2.51682231789968,0.0118418531371688,0.141989601740525
"chr1:2869038-2869313",2.30970924837166,1.20988047666213,0.572989691254752,2.11152224050086,0.0347274483356571,0.288144266173057
"chr1:2978310-2978623",3.59250905448741,1.85973637808774,0.583163891401499,3.18904583344194,0.00142743243505652,0.0325750097787694
"chr1:3077927-3078165",1.86552924706788,1.25469650241312,0.490894041938669,2.55594159883872,0.0105900891080226,0.131320880921378
"chr1:3085986-3088399",12.5419925418623,1.62177241711224,0.360445952358635,4.49934978184639,6.81616252442334e-06,0.000574388483594871
"chr1:3111907-3111992",2.56960614690258,1.59369748882948,0.526301743410066,3.0281060414192,0.00246091715969886,0.0477126091277099
"chr1:3143387-3143614",1.63649295917534,1.31475603782002,0.624219418627767,2.10624020750631,0.0351834921941836,0.290636483919986
"chr1:3156603-3156675",5.38852325393982,2.36326216936772,0.658308014631331,3.5899033838912,0.000330800549893957,0.0113425962405359
"chr1:3157347-3157521",1.97946667506496,1.16444384151524,0.465495574948735,2.5015143090103,0.012366344505109,0.146130557935175
"chr1:3338685-3338786",4.43082597416409,2.09189603737285,0.521735336260711,4.0094965626931,6.08483387623199e-05,0.00319566443327861
"chr1:3595997-3596106",5.23607663448318,1.71562164339462,0.434170161004412,3.95149597435645,7.76641789002935e-05,0.00385923409960248
"chr1:3651779-3652520",6.30868513795875,1.36783185770843,0.410410755684225,3.33283628356187,0.000859655115987827,0.0226572831384757
"chr1:3697710-3697763",7.8096420468725,1.73199270924648,0.470282384461178,3.6828781312549,0.000230615424719638,0.0086736836173619
"chr1:3727996-3728160",5.26190409982689,1.05650696449388,0.342741691337553,3.08251663335982,0.00205258259019357,0.0421121071539
"chr1:3824953-3825067",7.83188959026486,1.73509066586323,0.366862468351498,4.72953985633877,2.2502927666882e-06,0.000232023861467221
